CAST_MEMBER,TITLE_COUNT,AVG_RATING
Rakel Wärmländer,3,6.333333333
Charlotte De Bruyne,2,6.35
August Joshi,1,6
Jordan Claire Robbins,1,4.9
Judith State,1,6.98
Toni Karam,1,8.9
Paalin Kabak,1,6.7
Katia Krafft,1,7.5
Jeremy Pope,1,6.2
Joey Bicicchi,1,5.7
Gabriel Guevara,3,7.364
Gaia Scodellaro,2,7.1085
Wei Lu,1,5.7
Tito Trifol,1,8
Leo Staar,1,5.1
Talia Ryder,5,6.38
Eugene Lee Yang,1,7.879
Alice Orr-Ewing,1,6.5
Will Madden,1,6
Ade Laoye,1,6.7
Stella Uhrig,1,6.3
Anastasia Russo,1,6
Leonardo Maltese,1,7.3
Jon Batiste,1,6.8
Wynand Ferreira,1,6.7
Joris Jarsky,3,6
Thiago Stechinni,1,7.3
Carlos Scholz,2,6.1315
Sarah Bauerett,1,7.225
Lorenz Hochhuth,1,5.5
Grace Porter,1,5.6
Michael Kleeman,1,6.7
Kotoka Maki,1,6.8
Clayne Crawford,7,6.299428571
Ma Xinrui,2,7.7165
Vedat Erincin,1,6.6
Rory J. Saper,2,6.3
Michel Qissi,1,7
Laetitia Isambert,1,6.5
Tim Fox,1,6
Gianmarco Franchini,1,6.579
Romina D'ugo,2,3.55
Javier García,1,5.6
Hannaj Bang Bendz,2,8.4
Miggy Jimenez,1,3
Sonya Krueger,2,6.15
Bora Akkaş,1,7
Zakaria Atifi,1,7.3
Agnès Hurstel,1,7.086
Zehra Fazal,2,7.3
Patrick Taft,1,5.6
Gerry Eng,1,6.8
Asuka Hanamura,1,6.5
Callista Arum,1,6.4
Jessica Córes,1,6
Riman Al Rafeea,1,5.5
Stephanie Nur,1,6.2
Brian Austin Green,4,4.925
Mitch Grassi,1,6.4
Usha Seamkhum,1,8.1
Qahtan Al-Qahtani,1,6.7
Dylan Torrell,1,0
Anna Pena,1,8
Wang Hao,1,5.8
Natalie Simpson,1,6.453
Katrina Paula,1,0
Darlene Love,2,7.1525
Suhas Joshi,1,6
Mhack Morales,1,3.9
Zia Zamora,2,3.6
Brielle Robillard,1,5.5
Jeremy Swift,2,4.207
Sydney Taylor,1,7.2
Hwang Dong-Hyuk,1,8.5
Raphael Vicente,1,6.5
Hugh Mcguire,1,0
Carlos Martín,1,5.4
Reshma Ahmed,1,0
Emma Andersson,1,0
Sam Otto,1,0
Leanna Chea,1,6.5
Natalia Abarca,1,0
Serena Mandereau,2,0
Edgar Mortiz,1,0
David Howard Thornton,5,5.2508
Brandon Perea,3,5.9
Kirill Zaporozhskiy,2,4.5
Sai Dhanshika,2,3
Nicole Foster,1,0
Brad Moore,1,5
Krzysztof Zalewski,1,0
Daniela Porras,1,0
Calista Jay,1,0
Cherri Lorenz,1,0
Markus Lee,1,0
Herman Tømmeraas,3,4.557
Carlos Sainz Jr.,1,10
Shannon Haly,1,0
Luisa Maciá,1,0
Aram Sabbah,1,6.5
Mohammad Alsurafa,1,6.5
Ethan Panizza,1,4.4
Matsuya Onoe,1,7.7
Pansa Vosbein,2,8.7
Jason Chan Chi-San,3,2.666666667
Jacqueline,1,0
Ilya Iosifov,2,0
Miranda May,1,7.1
Richard Rankin,2,8.124
Gisella Aboumrad,1,7.8
Dani Gondim,1,7.2
Marco Méndez,1,0
Jaheem Toombs,1,7.6
Liliia Rebryk,1,8
Faia Younan,1,8
Willy Rovelli,2,7.25
Tiago Teotónio Pereira,4,3.55
Yang Zhiwen,4,5.4875
Zhu Decheng,1,9.5
Wang Jia,1,0
Tiffany Lu,1,8
Kim Min-Kyo,2,6.5
Julio César Rodríguez,3,4.666666667
An Hyo-Sang,1,0
Aimo Räsänen,1,4.5
Korakot Tunkaew,1,0
Huda Elmufti,3,4.5
Christy Carlson Romano,2,2.75
Viña Machado,2,7.7825
Avinash Mishra,1,7.8
Luigi Di Capua,1,5.8
Ringo Aoba,2,6.4
Elizabeth Cullen,1,7.4
Denis Nurulin,1,7
Danny Price,1,5.6
Michael,1,0
Jon Gries,4,6.57675
Sarah Chronis,1,6
Suzan Al Salhiy,1,0
Karan Tacker,1,7.8
Qiao Shan,2,7.3
Ariel Bar Tzadok,1,6.8
Sally Rogers,1,6.983
Ebony Cham,1,0
Sezin Akbaşoğulları,1,7
Athena Chu Yan,3,1.5
Mengqiao Zhao,2,8
Aditya Narayan,1,5
Sofie Bulckens,1,0
Sophie Okonedo,7,6.528571429
Olga Medynich,4,5.25
Kim Hye-Ok,7,5.803714286
Zhao Longhao,4,1.5
Luna Van Avermaet,1,7.8
Cho Tae-Kwan,1,0
Ekaterina Stulova,2,7.6
Fernanda Fuentes,2,1
Genevieve Goings,1,7.3
Josh Blaylock,1,6.8
Antoni Królikowski,4,5.8
Patrick Brammall,6,6.884166667
Karan Khanna,1,0
Aleksandr Yatsko,1,0
Lorenzo Biagiarelli,1,0
Gonzalo Heredia,3,3.066666667
Bartosz Obuchowicz,1,7
Yulduz Radjabova,1,8
Nattawin Wattanagitiphat,2,4.2545
Magdalena Wróbel,1,2.5
Richa Mukherjee,2,0
Kinya Kitaoji,3,7.1
Crystle Stewart,3,7.013333333
Aury Krebs,1,7.9
Gea Riva,1,7
Liu Yuxin,2,3
Charles Malik Whitfield,1,7.6
Kim Gun-Woo,1,7
Ignacy Liss,2,7.949
Raffi Ahmad,1,0
Anne Bredimus,1,0
Sibylla Deen,1,5.547
Kathrin Angerer,1,5.5
Chen Fangtong,3,4.4
Jane De Wet,1,8.3
Norma Martínez,1,7.4
Kim Chang-Wan,5,6.99
Ayumi Tsuji,1,7.7
Katerina Zarifi,1,6
Adam Rippon,1,8.4
Mané De La Parra,5,6.08
Kana Momonogi,1,5.5
Kevin Bellemans,1,0
Mizuki Ohno,1,8.3
Chiara Francese,1,8
Natasit Uareksit,1,7.545
Rubén Cortada,4,7.25
Jan Begović,1,0
Chen Yue,1,0
Maimie Mccoy,1,6.2
Lee Kyu-Ho,2,3.25
Smiley,1,7.5
Mateus Solano,7,5.628428571
Riku Masuda,1,0
Brooke Markham,2,6.35
Khaled Omran,1,4.9
Carlos Camacho,1,8.273
Yuki Yomichi,1,7.6
Judy Alice Lee,1,8.2
Alex Thorne,1,7.008
Alba Zepeda,1,6
Anne Regine Ellingsæter,1,7
Darren Frost,3,5
Linda Teehan,1,0
Wang Wei,1,6
Rachata Hampanont,2,4.1
Gehan Khalil,2,0
Aleyse Shannon,2,6.05
Firmine Richard,3,3.424333333
Carla Giraldo,2,8.3
Michael Steinocher,1,6.333
Gershwin Mias,1,10
Katia Nikolaidou,1,4
Tamer Hagras,1,6.75
Mario Cordova,1,7.6
Davina Mccall,3,3.4
Khalil Ibrahim,2,0
Fabio Rubiano,1,7.586
Donita Rose,1,0
Ryan Johnson,2,6.9
Nikolay Kozak,2,9.25
Yang Lin,1,0
Bovorn Kongnawdee,1,6.7
Betiana Blum,1,1
Samiya Mumtaz,3,9
Varun Kapoor,4,4.75
Zinaida Dedakin,1,10
Rafael Romero,1,6
Kanna Nakamura,4,7.467
Gloria Allred,1,9
Jack Dee,1,8.5
Omar Metwally,2,7.25
Beth Hall,1,7.3
Jessey Meng,1,0
Aleksey Klimushkin,1,6.3
Zhang Yaqin,5,8.2628
Martha Nowill,1,6.9
Kataoka Ainosuke Vi,1,8.3
Go Woo-Jin,1,7.656
Joachim Llambi,2,0
Jon Martin Henriksen,1,0
Lan Xi,3,2.833333333
Petra Toth,1,0
Boris Romanov,1,8.3
Anil Goutam,1,6.6
Stepan Kulikov,1,9.1
Paul Wesley,2,6.95
Lucas Eubank,1,10
Lv Jiarong,6,0
Michael Altinger,1,0
Monica Khanna,2,0
Lanlalin Tejasa Weckx,1,0
Fiona Horsey,1,7.714
Marcial Tagle,4,4.45
Hakan Kurtaş,3,7.066666667
Pan Yuchen,1,0
Jeong Dong-Gyoo,2,6
Shi Qingyan,2,7.9
Victoria Vida,1,7.452
Ryoff Karma,1,9.3
Mei Okada,1,7.3
Pouya Amini,1,0
Omid Zendegani,1,0
Yun Yoo-Sun,1,6.5
Mekia Cox,2,7.9
Robin Padilla,3,2.666666667
Li Mei,1,0
Rafael Rosell,9,1.666666667
Kaja Šišmanović,1,8.4
Archie Kao,1,5
Carole Baillien,1,7.9
Hou Dong,1,8.2
Kate O'flynn,1,7.488
Krushal Ahuja,1,2
Rudra Kaushik,1,9.3
Han Sung-Yeon,1,8.7
Tim Norman,1,5.2
Brandon Scott,2,6.1595
Nicolas Dansereau,1,5
Reiner Holznagel,1,6
Prajin Padmanabhan,1,10
Claudia Conserva,1,0
Rhys Muldoon,1,5.7
Murathan Muslu,3,4.6
Yifei Shen,1,8.1
Julia Klarisse Base,1,0
Lawrence Ng Kai-Wah,4,8.25
Natalia Téllez,2,7.809
Anton Zhizhin,1,8.241
Parker Mao,1,8
Heo Nam-Jun,1,8.406
Enran Ma,1,0
Selahattin Taşdöğen,2,3.5
Huh Yunjin,2,10
Masafumi Kobatake,1,8.115
Melis Tüzüngüç,1,3
Alice Lupparelli,1,6.036
Shane Harte,1,8
Shaughan Mcguigan,1,0
Azfar Rehman,3,3.333333333
Zoie Tam,1,9
Amarin Nitipon,3,4.777666667
Mc Hotdog,2,6
Omari Douglas,2,6.8555
Yoram Toledano,1,7.1
Ed Coleman,1,7.7
Lý Thanh Chí,1,7
Iasonas Papamatheou,1,0
Sung Hanbin,1,8.031
Dabboo Ratnani,1,1
Jozef Vajda,2,2
Luka Jones,2,6.519
Levan Jibghashvili,1,9.5
Miles Gaston Villanueva,1,7.3
Dave Pettitt,1,7.2
Pavan Bharaj,1,6.9
Maxim Roy,2,6.65
Carla Ribas,1,7.2
Keisuke Koide,2,7.95
Virginia Kull,1,7.3
Mariana Magaña,1,2
Son Sung-Yoon,3,5.833333333
Fernando Noriega,2,3.833
Karen Wu,1,0
Maria Aliferi,1,9
Yuyang Gao,1,0
Willem Voogd,1,0
Himanshu Soni,4,4.8
Argyris Pandazaras,1,0
Harald Windisch,1,6.6
Mustafa Oral,1,0
Zhu Shimao,1,0
Patricia Reyes Spíndola,3,4.966666667
Ritu Arya,3,6.784666667
Laura Taylor,1,7
John Aden Harvey,1,7
Rosalind Eleazar,2,6.7415
Gornpop Janjaroen,1,6.3
Paul Merton,1,9.5
David Siu Chung-Hang,2,4.5
Didier Lucien,1,6.6
Rika Ozeki,1,0
Semyon Shkalikov,1,7
Josh Plasse,1,7.2
Yue Hong,2,8
Christina Alexanian,1,4.5
Kwon Ji-Woo,1,7.4
Lianne Valentin,5,0
Kim Soo-Ro,3,7.066666667
Sei Shiraishi,2,6.75
Nozomi Nishida,2,7.4
Phoebe Walker,1,0
Kim Ji-Hye,1,10
Nicole Arci,1,6
Vincent Bolduc,1,0
Monica Geuze,1,1
Luka Limoges,1,0.5
Ruffa Gutierrez,2,0
Kate Adams,1,3.8
Lam Hei-Ling,1,0
Skaistė Anusevičiūtė-Vievesė,1,0
Nikita Sharma,1,0
Erik Bard,1,8
Paulo Vilhena,1,0
Bai Kainan,3,2
Gülse Birsel,2,5.95
Ryoko Maekawa,2,7.15
Bruno Barbieri,1,7
Yao Lu,3,6.566666667
Lu Zhixing,2,3.5
Esteban Navarro,1,6
Estraden,1,7.2
Su Tong,1,0
Hugo Diego Garcia,1,6.6
Bernardo De Paula,2,7.476
Aiysha Hart,2,6.35
John Thomas Cramer,1,1
Murat Han,2,5.75
Yuan Zifei,1,5
Cem Cücenoğlu,1,7.9
Melody Holt,1,8.2
Kate Godfrey,1,7.6
Manuela Angel,1,7.2
David Pevsner,1,1
Yeon Jeong-Hun,6,5.677833333
Svetlana Sukhanova,1,9.2
Lin Boyang,2,8.35
Lilliana Bowrey,1,7.2
Liu Tong,1,0
Nema Vand,1,6.4
Aylín Mújica,4,7.50025
Alberto Agnesi,1,7.8
Diana Neira,1,2
Magdalena Kumorek,1,6.7
Urszula Grabowska,1,6.8
김문정,1,0
Chandler Hallow,1,7.6
Nolan Hansen,1,7.6
Meme Yan,2,9.1
Kevin Chang,1,6.3
Sutton Foster,2,6.98
Natee Pitak,1,0
Carlotta Antonelli,1,7.4
Fang Qian,2,3.3
Yiheng Wang,1,8.7
Michael Smolik,1,0
Polina Aug,1,0
Junio Valverde,1,4.8
Oya Okar,1,8
Aidy Bryant,1,6.6
Erasmo Genzini,1,6.7
Shiori Satsuki,1,6.4
Rayza,5,5.42
Sirinart Sugandharat,1,8
Jo Dal-Hwan,3,6.2
Jordan Alexander,1,7.4
Marta Nosova,1,7.3
Siobhán Cullen,1,6.339
Robyn Cara,1,6.339
Emma Ballantine,1,4.5
Jin Sha,2,3
Sian Clifford,4,7.365
Airi Ootsu,1,5
Yannis Stankoglou,2,5
Wang Yuzhang,1,0
Herman Li,1,8
Alexandr Gordon,2,5
Han Long Xuan,2,0
Natalya Bardo,2,4.65
Serhii Romaniuk,1,0
Kevin,3,4.666666667
Jackie Christie,1,6.167
Angelique Vergara,1,10
Liu Qing,1,0
Kamari Love,1,7
Ryu Jung Han,1,6
Sara Powell,1,6.9
Lee Min-Ji,3,6.3
Мейржан Туребаев,1,8.1
Bo Zhao,1,0
Pharinyakorn Khansawa,1,7.611
Darya Gantura,1,1
Kattis Ahlström,1,5.5
Teresita Reyes,1,2
Beatrice Fang,1,7
Zineb Fallouk,1,8.3
Ren Bin,2,7.5
Alex Guidi,1,4.7
Sadie Laflamme-Snow,1,7.4
Dave King,1,8.955
Jesuíta Barbosa,2,6.6
Maïssane Aghioul,1,4.7
Aleighcia Scott,1,0
Carla Facciolo,1,8
Emmy Liu-Wang,1,7.8
Żaneta Tymków,1,0
Denis Paramonov,1,0
Ara Mina,5,1.2
Ella Koon,1,0
Tussaneeya Karnsomnut,1,9
Satomi Nagano,1,8.2
Zak Ford-Williams,1,7.2
Nika Gvaramia,1,0
Li Junxian,3,7.2
Suppapong Udomkaewkanjana,1,7.154
Isaac Lupien,1,7.2
Mine Teber,1,0
Monica Chan Fat-Yung,1,1
Tawatson Plengsiriwat,2,3.75
Bebe Bettencourt,1,5
Rob Sitch,1,7
Katie Leung,1,7.778
Lauren Taylor,2,6.922
Kseniya Zueva,1,0
Mike Mcleod,1,0
Szabolcs Bede-Fazekas,1,5.3
Lai Wei,1,5.5
Dj Durano,1,0
Christina Bennington,1,8.276
Zhang Anqi,1,8
Khets Thunthup,1,0
孙樾,1,0
Yen Yi-Wen,1,8
Neeta Jhanjhi,1,0
Pushtii Shakti,1,1
Hanan Turk,1,0
Christina Pavlidou,1,5
Matt Botten,1,0
Mohamed Abdel Rahman,2,7
Lena Meriläinen,1,7.9
Felicia Chin,2,0
Isabel Durant,2,7.45
John Alex Castillo,1,8.1
Nicholas L. Ashe,1,7.7
Iain Armitage,2,7.35
Liza Snyder,1,6.7
Aras Şenol,1,4
Danny Giannakopoulou,2,4.5
Mahima Makwana,3,1.333333333
Wanarat Ratsameerat,2,8.4835
Han Jung-Soo,2,6.25
Andrea So,1,5.4
Li Qiaodan,1,7.6
Chen Xun,2,7.6
Jean-Michel Dufaux,1,0
Zach Smadu,1,7.6
Morgan Krantz,1,7.8
Lee Hyun-Jin,2,1
Mariam Timmer,1,6.1
Alena Yakimova,1,0
Viktor Lykke Clausen,1,7.7
Kim Hyo-Jin,6,6.4
Leigh Francis,1,6
Andrew Sachs,1,7.2
Mako,2,7.75
Ai Uchida,1,0
Tomas Alf Larsen,1,6.7
J. Blakemore,1,6.6
Sung Ji-Ru,3,7.166666667
Jenjira Pongpas,2,6.3
Julie Rusti,1,5.8
Anna Skellern,1,4.2
Pierre-François Martin-Laval,3,5.408333333
Jay Gillespie,1,4.8
Robby Krieger,1,7.337
François Marthouret,2,6.9
Vahdet Çakar,1,4.6
Adam Huss,1,5.5
Evie Delatosso,1,4.8
Vishal Malhotra,1,6
Isaac C. Singleton,1,5.691
Ivan Zhidkov,1,4.4
Michael Kausch,1,6.3
Phil Riverstone,1,6.7
Dena Kollar,1,4.8
David Burke,1,3.7
Jamie Bartlett,1,6.2
Miguel Canal,1,7.1
Hunter Canning,1,6.013
María Ester Escobar,1,7.2
Blair Brown,1,6.6
Stewart Carrico,1,6.4
Ben Van Den Heuvel,1,7.2
Philip Jackson,2,6.8
Javier Drolas,3,7.033333333
Kim Ye-Ron,1,6.7
Amelia Crowley,1,5.6
Choong Chi Ren,1,4.9
Jonas Hämmerle,1,5.566
Ursula Strauss,1,6.8
Zelda Williams,2,5.15
Sarah Habel,1,5.1
Mary-Kate Olsen,1,6.3
Molly C. Quinn,4,5.52525
Branko Đurić,1,5.8
Davenia Mcfadden,1,6.282
Paul Brennan,1,6.4
Stig R. Amdam,1,5.8
Sarah Power,2,7.45
Daniel Holguín,1,6.8
Raghava Lawrence,1,5.5
Stylist B.,1,3.289
Napat Chokejindachai,1,7
Ross Kidder,1,5
Han Pengyi,1,5.4
Ian Cullen,1,4.5
Joslyn James,1,5.5
Carolina Bang,2,6.35
Alexis Covento,1,6.3
Anna Rita Del Piano,1,6.532
Katarzyna Zielińska,2,2.05
Stephanie Chapman Baker,1,5.1
Bastien Ughetto,1,7.237
Inge Maux,2,6.4
Yamile León,1,5
Arisa Nakamura,1,5
Sarah Manninen,2,6.476
Melissa Marie Elias,1,6.8
Jamie Thomas King,1,5.6
Lilan Bowden,1,3.2
Gavin Brown,1,6.4
Frankie Jonas,1,4.4
Christine Emes,1,2.4
Ron Pederson,1,5.1
Stefania Barr,1,7.3
Isabell Gerschke,2,2.75
Natalija Baranova,2,6.7
Cali Danger,1,4.2
Brandi Alyssa Young,1,4.2
Douglas Attal,1,6.064
Kenny Doughty,2,2.8
Laurene Landon,1,2.4
David Siegel,1,6.9
Pes,1,7.2
Samantha Stewart,1,3.681
Manami Mizuse,1,5.8
Tomo Sakurai,1,7.3
Monica Guerritore,3,6.366666667
Plínio Seixas,1,7.5
Timothy Oman,1,5.3
Neha Sharma,1,5.955
Ichiro Nagai,1,6.9
Hugo Stiglitz,1,7.7
Joel Smallbone,3,6.366666667
Thaao Penghlis,1,5.4
Sabriye Günüç,1,6.1
Tinarie Van Wyk-Loots,2,7.85
Vishnu Sharma,1,6.4
Ben Lam Kwok-Bun,1,6.4
Merry Clayton,1,7.2
Owen Pugh,1,6.5
Nicole Muñoz,3,5.8
Christie Burson,2,6
Chris Norris,1,5.2
Harsh Chhaya,1,7.1
Tim Winton,1,5.8
Forbes Kb,1,4.6
Maria Maj,1,7
Anna Bederke,2,6.1485
Ahmed El Idrissi Amrani,1,7.29
Dinara Yankovskaya,1,4.6
Matthew Floyd Miller,1,5
Alexander Bhat,2,6.1495
Gil Son,1,5
Trish Pattendon,1,6.993
Rade Šerbedžija,2,5
Neil Newbon,1,3.9
Lee Seol-Gu,1,5.409
Damon Gameau,1,6.8
Jenny Boyd,2,6.3715
Tomochika,2,7.45
Cesar Ramos,1,7.116
Audrey Marie Anderson,2,5.6
Lee Yi-Cheng,1,6.4
Michitaka Tsutsui,2,7.626
Mathieu Quesnel,1,3.4
Tim Shoemaker,1,5.1
Kennedi Clements,2,5.2
Bill Melendez,1,6.9
Jeon Eun-Jin,6,4.816666667
Javier Balas,2,6.55
Tommy Wiseau,1,3.7
Tony Perez,1,6.5
Lauren Beatty,1,5.4
Upen Patel,1,6.8
Joma,1,6.7
Yves Ory,1,6.576
Marie Wawa,1,6.697
Andreas Cahling,1,7.462
Ayano Fukuda,2,6.65
Eliya Hurt,1,7.1
Carol Hurtado,1,5.7
Simone Kessell,1,4.9
Laura Cayouette,2,5.25
Jude Ciccolella,2,6.0025
Jo Hee-Bong,7,7.088571429
Oh Hyeon-Su,1,6.5
Samantha Robinson,1,6.4
Andrew Barkhudarov,1,6.2
Sixtine Murat,1,7.8
Lydia Hull,3,5.033333333
Darío Grandinetti,3,5.894333333
Owen Williams,2,6.2165
David Meunier,1,6.5
Lisa Mcgrillis,1,6.4
Nikolás Rincón,1,5.1
Juan Manuel Martino,1,7
Julie Agnete Vang,2,6.082
Gabe Begneaud,1,4.419
Zsófia Psotta,1,6.633
Alyssya Swales,5,6.9
Yohta Kawase,2,5.95
Bobby Lee,2,5.15
Fiorenza Tessari,1,5.8
Rik Grayson,1,3.5
John Edward Lee,1,3.9
Volker Michalowski,1,4.8
Nicole Brown Simpson,1,8.4
Gupse Özay,3,5.6
Mick Casale,1,6.2
Billie Joe Armstrong,2,6.6
Pietro Bartolo,1,6.7
Shiva Negar,1,6.4
Caro Cult,1,6.2
Ronald Pickup,1,7.351
Sullivan Stapleton,5,6.4066
Aleksandr Ilyin Jr,2,6.55
David Lee Smith,1,5.477
M. Adhiyat,2,3.3
Hunter Tremayne,1,6.488
Tanfer Yaşar German,1,4.514
Dionne Warwick,2,6.75
Wiktor Zborowski,1,6.3
Susan Buffett,1,7.159
Katharine Ross,1,6.1
Yuval David,1,0
Steve Blanchard,1,8.047
Leyla Doriane,1,6.5
Somrak Khamsing,1,6.7
Olan Prenatt,1,7.493
Alexa Yeames,1,5.7
Choi Chul-Min,3,7.766666667
Max Calinescu,1,7.5
Moira Kelly,1,7.1
Theeradej Wongpuapan,2,2.988
Daddy Yankee,1,7.884
Nora Gharib,1,6.9
Collin Kelly-Sordelet,1,5.4
Emma Nova,1,6.5
Melissa Tkautz,1,5.183
Prem,1,5.796
Justene Alpert,1,7.2
Michel Lerousseau,2,6.8
Jess Kuss,1,6.7
Okwui Okpokwasili,2,2.8975
Hammed Animashaun,1,5.9
Kristy Galeota,1,7.234
Zorion Eguileor,1,7
Lucas Apóstolo,1,0
Shazi Raja,1,6.7
Ross Anderson,1,6.324
Airlie Dodds,1,5.4
Denis Kosyakov,2,6.05
Alicia Agneson,1,6
Joana Metrass,1,6.793
Eduarda Esteves,1,7.7
Julian Giraldo,1,6.6
Jimmy Buffett,1,5.7
Betsy Aidem,1,5.4
Lou Luttiau,2,5.5565
India Coenen,1,7.2
George Mariyan,1,7.5
Svetlana Kozhemyakina,1,7.3
Haruka Aizawa,1,0
Nguyen Phuong Tra My,1,6.5
Lauryn Canny,2,6.1325
Quincy Troupe,1,7.2
Zelda Adams,1,5.7
Scotch Hopkins,1,3.5
Jahi Di'allo Winston,4,4.948
Takashi Kitadai,1,6.4
Kyle Howard,1,7.1
Andrea Heick Gadeberg,1,7.263
A.J. Del Cueto,1,6.5
Tosin Morohunfola,1,6.4
Garazi Urkola,1,6.6
Matthew Garbacz,1,6.6
Jameel Khoury,1,6.5
Jesús Carroza,3,6.7
Tori Kostic,1,6.7
Eva Habermann,2,4.7825
Iván Esquerre,1,6.8
Chelsea Edge,2,5.45
Nassor Said Birya,1,6.114
Viola Pusatieri,1,7.101
Carlos Cortez,1,6.3
Ramón Franco,1,6.3
Sandra Guldberg Kampp,1,5.7
Amos Heller,3,8.266666667
Lu Peng,1,6.2
Stanislav Yanevski,1,6.2
Gina Phillips,1,6.131
Camila Gaal,1,7.6
Abhimanyu Singh,2,5.95
Sarah Dawn Pledge,1,6.736
Michael G. Wilson,1,7.7
Sylvia Kristel,1,6.8
Jan Szydłowski,1,7.7
Jean-François Cayrey,2,6.162
Dylan Penn,1,5.8
Richard D. Myers,1,5.52
Iliza Shlesinger,4,6.2255
Lim Baek-Hyun,1,5
Thanatsaran Samthonglai,1,7.4
Thomas Stecher,1,7.3
Jade Wu,1,6
Mario Rocha,1,5.3
Allan Scott,1,7.832
Rob Brownstein,1,5.636
Joe Costa,1,5.8
Ludovica Martino,3,6.133333333
Jakub Zając,1,6.1
Chiba Tetsuya,1,7.1
Samuel Logan,1,5.8
Kerry Cahill,2,6.15
Darya Belousova,1,6.4
Daniele Nicoli,1,5.7
Rokkaku Seiji,1,7.643
Simone Milsdochter,1,6.205
Adnan Ghalib,1,7.1
Somerville Black,1,6.1
Elisheva Weil,1,5.778
Anatoliy Belyy,2,7.2
Jung Young-Ju,3,7.668
Lisa Palfrey,1,6.9
Juancho Hernangómez,1,7.746
Francesca Alice Antonini,1,6.2
Jack Wolfe,1,6.5
Andrea Bocelli,2,7.35
Iris Cayatte,1,6.3
Derek Delgaudio,2,6.8395
Heida Reed,1,6.8
Paula Silva,1,6.9
Malea Emma Tjandrawidjaja,1,6.4
Markjan Winnick,1,5.7
Michele Plaia,1,6.1
Sarah Janneh,1,6.5
Conrad Ricamora,1,7
Michael Patric,1,7.499
Kate Nic Chonaonaigh,1,7.499
Dorota Landowska,1,5.5
Eugenia Cheng,1,7.18
Sara Shirpey,1,5.9
Mia Isaac,2,6.7
Randy Haycock,1,7
Pete Docter,2,7.1
Erik Baker,1,6.3
Jordanne Jones,1,5.5
Sam Quiñones,1,8.9
Tijan Marei,1,5.1
Sebastian Dante,1,5.2
Facundo Trotonda,1,7
André Sørum,1,4.7
Troy Fromin,1,3.8
Jase Rivers,1,6
Aoi Yamada,1,7.75
Hannah Harris,1,7.2
Anna Churina,2,7.35
Élisabeth Locas,1,7.1
Uki Pavlovic,1,3.2
Alice Parkinson,2,6.2165
Reese Gonzales,1,7.5
Huang Chutong,1,7.9
Dolph Adomian,1,6.6
Asa Jennings,1,6.783
Paweł Koślik,1,5.9
Isabel Yudice,1,7.2
Jean-Pascal Zadi,2,6
Eugenie Anselin,1,6.544
Rosalie Craig,1,5.9
Cha Chung-Hwa,1,7
Mstyslav Chernov,1,7.983
Ruby Cruz,3,4.5
Zhon Li,1,6.25
Rizky Hanggono,2,5.45
Iván Pellicer,1,5.59
Ella Bruccoleri,1,6.354
Emil Algpeus,1,5.9
Evgeniy Tkachuk,4,3.725
Peter Jurasik,1,6.8
Ma Nien-Hsien,1,7
Natalia Solián,2,6.643
Ezra James Lerario,1,7.2
Shitara Mone,1,6
Ruth Becquart,2,7.05
Patrice Goodman,1,5.7
Pedro Lemebel,1,8
Katia Mironova,1,7.2
Mia Maelzer,1,7.6
Bonnie Hunt,3,6.533333333
Belén Cruz,1,7.1
Mario Gas,1,7.6
Alex Alomar Akpobome,1,5.116
Nancy Lenehan,1,5.577
Fatih Unru,2,7.85
Karim Gharbi,1,6.1
Jose Manuel,1,5.667
Anna Potebnya,1,6.3
Guntapat Kasemsan Na Ayudhya,1,3.4
Sergio Lebrija,1,8.1
Daniella Taylor,3,7.266666667
Nicolas Chupin,1,7.255
Christina Bennett Lind,1,3.9
Paul Guyet,1,3.9
Baharul Islam,1,7
Egill Ólafsson,1,7.5
Van Quattro,1,5.8
Michael Potts,2,6.35
Onur Büyüktopçu,1,0
Keith Kupferer,1,7.2
Vonny Anggraini,1,6.7
Michael Bay,1,0
Giuseppe Futia,1,6.3
Sebastián Zurita,3,6.709333333
Darragh Humphreys,1,0
Christopher Orozco,1,0
Acha Septriasa,1,0
Rachel,1,0
Jiang Yunxi,1,0
Sagar Lamsal,1,0
Eleanor Burke,1,0
Niccolò Bizzoco,1,0
Alisa Rudenko,1,0
Steven Brandon,1,0
Sylvia Fully,1,0
Andie Ju,1,0
Peerakrit Phacharaboonyakiat,3,4.879333333
Diana Prince,1,0
Madison Young,1,0
Manu Valls,1,0
Kevin Horikoshi,1,0
Ferran Balcells,1,0
Amber Doig-Thorne,4,5.654
Marshall Hawkes,1,8
Bill Moynihan,1,0
Edwina Rai,1,0
Evgenia Myakenka,1,0
Fennie Yuen Kit-Ying,1,0
Yu-Fei Wen,1,4.5
Kang Liu,1,0
Michiko Abe,1,0
Zhang Zhehua,1,8
Mark Werkhoven,1,7
Jean-François Pronovost,1,10
Monique Evelle,1,7.2
Kevin Hanchard,1,8.4
Shankar Chakraborty,1,0
Joe Dietl,1,7
Márcio Vito,1,5.667
Aymee Nuviola,1,7.8
Cezmi Baskın,2,7.75
Dean Petriw,1,6.7
Aleksandr Tsurkan,1,6.5
Patrick Grant,1,7.9
Zhen Kang,1,0
Sharon Luk Sze-Wan,1,8
Roma Downey,2,7.1
Xia Meng,2,7.25
Ha Yu-Jun,1,0
